,topic,category,content
0,News,politics,
1,Europe suffers from excessive care on the part of the U.S.,politics," Historically, the U.S. perceives the EU as a developing organization which needs guidance and advice. Though just a few years ago Europe seemed more united and found consensus more easily, the United States managed to influence the European politics easier. Everything has changed. Europe ""has grown out of children’s clothing"" and has become a serious organization capable of making informed decisions by itself. As soon as France, Germany or any other European country starts to oppose the U.S. and express alternative opinion, Washington doesn’t tolerate this. It uses all available means to keep control over Europe, thus making tensions in Europe even harder. One of such tools to manipulate the European states is ""give something to get what you need later."" Washington gives support (financial, political or military) some European countries consider very precious, usually in exchange of their loyalty to all U.S. decisions. This gained loyalty allows the U.S. to defend its interests not only in Europe, but in other world regions either. Let’s make some examples. U.S. lawmakers announced an agreement on Monday on a $738-billion bill setting policy for the Department of Defense, including new measures for competing with Russia. In particular, it included sanctions on companies helping Russia’s gas giant Gazprom to complete the Nord Stream 2 pipeline project in the National Defense Authorization Act for the U.S. defense in 2020. Russia is building the pipelines to bolster supply to Europe while bypassing Ukraine, and members of Congress have been pushing the Trump administration to do more to stop the projects. Serious political tension is rising among the European countries relating this issue. Some European Union member states, including Germany do not sacrifice national economic interests from realization the Nord Stream 2 pipeline project to please the U.S. and strictly oppose the U.S. sanctions. The route will traverse the territorial waters through the Exclusive Economic Zone (EEZ) of five countries including Russia, Finland, Sweden, Denmark, and Germany. Chairman of the Bundestag Committee on Economics and Energy Klaus Ernst even called the US sanctions against the Nord Stream 2 AG project ""contrary to international law."" Ernst emphasized that the United States should not be bothered by the way in which Germany ""shapes its energy policy."" At the same time, Ukraine, Poland, Slovakia, Estonia, Latvia, Lithuania and Romania oppose the construction. Latvia and Lithuania call it political. In reality, they just support the U.S. in exchange of its military help. The matter is these countries highly depend on Washington in defense issues and consider the U.S. and NATO (where the U.S. is the leader) the only guarantee of their security in case of war with Russia. Europe is forced to be obliged to the U.S. And Washington strengthens its military presence in Europe to consolidate the status of defender. A massive military exercise in Europe DEFENDER-Europe 20 involving 20,000 U.S.-based troops will take place soon in Europe. Even the name of the exercise speaks for itself. It is the largest deployment of U.S.-based forces to Europe for an exercise in the last 25 years. The U.S. military unit, which employs more than 500 land force troops with heavy equipment – about 30 Abrams tanks, more than 20 infantry combat vehicles and other equipment have already arrived to Lithuania. The more so, it is well known that the U.S. demonstrates in every way its commitment to the Baltic States’ defence and provides these countries with military equipment and arms. Thus the Baltics have no other choice but to support any US decisions. Such behavior, in its turn, makes tension among the EU member states stronger and does not strengthen relations, but leads to a further split in the EU. Europe suffers from excessive care on the part of the U.S., but the ""log-rolling"" model is in action. Europe became a bargaining chip in the confrontation between Russia and the U.S."
2,"How to Properly Insult a Democrat- Voters Guide for GenXYZ, Millennials and some Boomers too.",politics," If you have an overwhelming desire to control our climate, vote Democrat. But can you really predict the climate when our planet is spinning at 1000 MPH, revolving around the sun at 67,000 MPH, moving through our galaxy at 515,000 MPH and our galaxy moving through space at 1,300,000 MPH? And you want to tell us anything we should take seriously about the climate decades from now? We're busy hanging on for dear life as it is. Google it. If you love Donkeys, vote Democrat, but as the Democrat party falls apart after the 2020 sweep, now even more bad news arrives.""Half the world's donkey population could be killed amid surge in demand for Chinese medicine"". I have an idea. Every Democrat in the country should adopt a Donkey. Since you voted for a BUTT you should be perfectly comfortable living with one. Since global warming causes global cooling which causes global warming which causes global cooling, vote Democrat. With the unprecedented cold headed this way that's exactly what you are going to hear from the MSM. Now, try and convince yourself that you understand what they're saying, and even more importantly that they understand what they're saying. You don't. They don't. Oh yeah. Let's get rid of fossil fuels so you feel what frostbite feels like. OMG, Venice Italy is underwater. It's sinking. Know what else is sinking? The DNC, Impeachment, Democrat Fundraising, Adam Schiff's poll numbers, and Top Brass in the Interagency Group {NSA, CIA, FBI... }. Venice was built on a Swamp. Sound Familiar? So vote Democrat, then get the first flight out to Venice. The Democrat Party better get themselves a new Swamp to live in 'cause this one's gonna be 'Closed for Repairs'. Since you believe in global warming, vote Democrat, but here's some really disappointing news. The science, that's right, science and mathematics of prediction proclaim that all predictions are unreliable 3-5 years out and thus global warming predictions are by definition unusable, useless, misleading and dangerous. Climate predictions being the equivalent of a monkey throwing darts; no offense to monkeys. If you're a victim, vote Democrat. But here's the truth. Minority status does not = Victim. Majority status does not = Predator. Democrat-inspired Paranoia and lack of historical perspective drive most people to the Democrat Party. I guarantee should you change party affiliation, your paranoia will immediately disappear because you will be part of the Silent Majority. See how easy that was?"
3,Who really defends the Baltic States?,politics," About 500 U.S. troops arrived in Lithuania in October. This news is widely discussed all over the Baltic States and Europe. The issue of permanent NATO presence in Lithuania, Latvia and Estonia has been discussed for a decade. There is still no legal basis for this step, but NATO and Baltic authorities found the possibility to deploy troops on a long-term basis. The justification for such long deployment becomes participating in military exercises that take place almost continuously on the territory of the Baltic countries. The U.S. armed forces are among the most powerful in the world. American soldiers participated in numerous wars, operations, missions and exercises. In the U.S. military persons have a lot of preferences and substantial allowances. The occupation of a military person attracts a lot of young men, even those who have criminal records. Unfortunately, the need of military personnel enforces the authorities to turn a blind eye to the criminal history of applicants. Though some types of criminal activity are clearly disqualifying; other cases require a waiver, wherein the each service examines the circumstances surrounding the violation and makes a determination on qualification. Applicants require a waiver for enlistment. Applicants with six or more minor traffic offenses, where the fine was $100 or more per offense are required to obtain a waiver. Applicants who have three or more civil conviction or other adverse dispositions for minor non-traffic offenses are required to obtain a waiver. Felonies are the most arguable of recruitment offenses. The problem is the U.S. Armed Forces utilize their own definitions of what constitutes, for example, a felony. Examples of felony offenses include aggravated assault, arson, burglary, manslaughter, robbery, and narcotics possession. Many states allow a felony conviction to be expunged and reduced to a misdemeanor. All military branches consider felony as a disqualification, but they do make some exceptions. In recent years, it appears that the US Army has issued more waivers when we talk about percentages. Bad conduct and drug waivers in the US Army accounted for 19% of waivers issued in 2016, 25% in 2017, and over 30% in the first half of 2018. Thus, if a person receives a waiver for such cases of antisocial behavior he could be enlisted regardless of his or her criminal records. When the authorities of the Baltic States allow U.S. troops to deploy on the national territory, they even cannot imagine the possible consequences. Locals can face alcoholics, traffic offenders, brawlers and other criminals in the U.S. uniform, who even cannot be judged by national courts. And it’s a very complicated question if foreign criminals are worthy of being called defenders of the Baltic States."
4,Two-faced Lithuanian politics,politics," Lithuania continues attempts to support the image of a democratic state and at the same time not to lose foreign military support. On September 26, Lithuanian President Gitanas Nausėda made his first address at the United Nations General Assembly in New York. In his speech he said that threat to Russia's neighbouring countries remains strong and Moscow is attempting to further destabilise neighbouring states. Such statement can be regarded as a call for further support in developing Lithuania's military capabilities to oppose Russia in the Baltic Region. In order to look ""nice"" in the eyes of the world community, Gitanas Nausėda added that Russia could change and inspire confidence. As we know, it could be done only by political means and only through negotiations. The Lithuanian president underlined also that ""determination to adhere to international law is often the last barrier separating our countries from unpredictable and therefore dangerous disorder"". From the very beginning it sounded as if Lithuania would like Russia to change its position on the international arena. But later Lithuanian president contradicted himself. He called not to create any international platforms with Russia's participation designed to resolve existing political and military problems. Thus, he strongly rejected the idea of some political leaders to create a new geopolitical space from the Atlantic Ocean to Vladivostok, drawing Russia in. It turns out that Lithuania is not interested in changing Russia's position. The recent events in Lithuania illustrated such two-faced position on contemporary politics. Lithuanian authorities are not going to change their plans. According to Ministry of National Defence Rotational U.S. force, a battalion-sized unit of over 500 U.S. Army soldiers, will deploy in Lithuania to ensure deterrence and train in exercises shortly in October. The unit is part of the U.S. Army Europe Operation Atlantic Resolve. ""We have sought for a larger long-term U.S. military involvement in Lithuania and the region consistently and patiently. Therefore the deployment of the U.S. Army battalion for a longer period of time is good and awaited news and a result of our efforts and investment,"" Minister of National Defence Raimundas Karoblis said. He also underscores that Lithuania has already hosted many U.S. battalions, however, that used to be in the framework of concrete exercises. This time the U.S. forces are arriving for a long-term deployment, not for an international exercise. The troops will bring heavy equipment 30 Abrams tanks, 25 Bradley Infantry Fighting Vehicles, 70 wheeled vehicles and will deploy at Gen S.Žukauskas Training Area in Pabradė. The U.S. battalion is planned to stay in Lithuania until spring 2020. The more so, on September 26 the Lithuanian Armed Forces accepted 110 Unimog U5000 trucks of 5t payload manufactured by Germany's Daimler AG as it is updating its truck fleet with vehicles of the same make as there already are in the fleet. The trucks are delivered on the basis of a contract signed back in 2015 though continuing successful cooperation of the Ministry of National Defence and the NATO Support and Procurement Agency (NSPA). 88 such trucks have already been delivered to the Lithuanian Armed Forces; the contract covers acquisition of the total of 340 new Unimog trucks. The 110 have been delivered to the Lithuanian Armed Forces on the basis of the contract on the Unimog truck acquisition between the Defence Materiel Agency under the MoD and the NATO Support and Procurement Agency updated in 2018. Daimler AG is committed to delivering the remaining 142 trucks in 2020-2021. In other words, Lithuania does not really want Russia to change its position and behaviour. it is profitable for Lithuania to show its political concern, arm itself and get help. Lithuanian authorities do not care of escalating tension in Europe and it ignores attempts to resolve crisis of political confidence in Europe by political means."
5,Do Something,politics," I have been waiting for many years for the Republicans in Congress to act to  make our country safer from mass shootings  I thought they would do something when 20 children and 6 adults were killed at Sandy Hook--a shooting which shocked the whole nation. I thought they would act after The high school shooting in Parkland, (17 deaths), the Orlando night club (50 deaths), the Las Vegas music festival, (59 deaths) the El paso Walmart (22 deaths), Sutherland Springs church (25 deaths), Odessa and Midland,  (7 deaths), San Bernardino (14 deaths) Virginia Beach (12 deaths), Thousand Oaks (12 deaths), Pittsburgh synagogue (11deaths). and Santa Fe High School (8 deaths) Since Sandy Hook there have been 2219 mass shootings with 2406 people killed and 9280 wounded.The CDC reports that in 2016 there were 39,000 gun deaths from homicides and suicides. 14,000 homicide and 23,000 suicides. We have been told that guns don't kill people, people kill people. What is a truer fact is that people with guns kill people  We have been told that people need guns for self-defense. According to Harvard University analysis of figures from the National Crime Victimization survey, people defended themselves in 0,9 percent of crimes from 2007 to 2011 The survey shows that guns are used very rarely for self-defense. The following statistics compare all the mass shootings in the world in 2019 by country. 18 countries had 0 mass shootings, New Zealand—1, Netherlands-1, Canada-1, Mexico-3, United States 249 All of these countries have the same problems that we have. They have mental health issues. They have differences of political opinion. They have crime, but they also have sensible gun laws which keep their citizens safer. When the citizens of El Paso gathered for the memorial for their dead children and husbands and wives and friends and shouted at their Governor to DO SOMETHING, they issued a cry of pain that echos in the hearts of every caring person in this country. If our government has done nothing all of these years when they first saw the dead children at Sandy Hook and have continued to do nothing to deal with all of the successive violence that happens every year, then we can assume that the present administration and senate for their own selfish goals will continue to do nothing. It is now the responsibility of every parent, every husband, every wife, every voter in this country to take on this responsibility and finally do something at the ballot box.--vote out every Republican and every Democrat who will not take action to remedy this danger to our families. If we don't do this in 2020 then we will be the ones that are ultimately responsible for the next mass shooting. If we vote in a new president and a responsive house and senate who will DO SOMETHING then we will have finally given a fitting memorial to all of the babies and children and men and women who have tragically died as a result of the inaction of our legislators. The responsibility now is ours! Source: CNN, Washington Post, New York Times, Hartford Courant (Connecticut), Patriot News (Pennsylvania), Long Beach Press--Telegram (California), Richmond Times--Dispatch (Virginia), Fayetteville Observer (North Carolina), Omaha World-Herald (Nebraska), Los Angeles Times, Chicago Tribune, Arizona Republic"
6,UNRWA Under Fire,politics," UNRWA, the United Nations Relief and Works Agency for Palestine Refugees, has been building the Palestinian human capital and equipping boys and girls with education, vocational training and improved livelihoods for years. For some time now, the entity has been under a fierce attack.  On the surface, allegations of corruption and abuse of power by senior UNRWA staff members have suddenly manifested. Looking beyond, corruption can very well hide under the guise of adopting anti-corruption measures. Demographically speaking, UNRWA provides aid to more than five million Palestinian refugees in the diaspora. That is, in Syria, Lebanon, Jordan, the West Bank and Gaza. In other words, more than five million refugees who have been force-migrated are on hold to be returned to their homeland once the prolonged Palestinian-Israeli conflict is resolved. While the hope remains the light at the end of the tunnel, it has never suited the Israeli palette. One administration after another, the Americans were pro-Israel. With the cherry on the top, President Trump seems to have all the Harry Potter wands at the disposal of the Israelis. ""The secret of getting started is breaking your complex overwhelming tasks into smaller manageable tasks, and then starting on the first one"". The American Initiative aka the Deal of the Century is stumbling. Here comes the shutdown of UNRWA, thus, blurring the line between humanitarianism and politics, where the unknown people pay the price every day.  For Israeli Prime Minister Benjamin Netanyahu, UNRWA must be shut once and for all, for the very existence of the entity promotes the right of return of the Palestinian refugees, which to Netanyahu eliminates the state of Israel. How to shut UNRWA down? Corruption allegations of course. Only by the logic of the naive is discrediting UNRWA at this particular timing a coincidence. End of the day, the entity has been meeting its budget, its projects are manifest on the ground, it has benefitted millions of people and gained the support of uncountable number of renowned volunteers from all over the world. Volunteers and civil society members turn to support Palestine the minute their feet touch the Palestinian soil for they can see injustice in action. This, however, ends up costing them their life and if they survive, their reputation. Mads Gilbert is labelled an anti-Semitic. Vittorio Arrigoni and Rachel Currie, to mention but a very few, ended up being murdered. UNRWA spokesperson Chris Gunness, who witnessed the bombardment of a school on Gaza and couldn’t help cry on air, was labelled crazy. No one can get away with criticizing the Israelis, except for the free of course. Call it an ""Ethics Report"" and voila! You got what it takes! In July, a ""confidential internal"" report was issued by the UNRWA ""ethics office"". Its confidentiality allows no one to verify its content. However, its media summary-leak goes far to attack the senior staff of UNRWA by descriptions rather than incidents and actions. The report accumulates all the words in the dictionary to demonize UNRWA. ""A culture of low morale, fear of retaliation, distrust, secrecy, bullying, marginalization, concentration of power, beyond the professional relationship/sexual misconduct [between senior staff members], funding crisis, irregular recruitment etc."" were among the media coverage of the report. Common sensically, the accusations alleged do not take place overnight. It takes years to build a culture of low morale and the rest of it. It is known to the world that recruitment measures of the UN in general and the UNRWA in particular are very strict. Only creme de la creme make it to an entry position, let alone senior positions. The sudden exposure of long practiced misconduct is a red flag by itself.  While the alleged conduct is said to present ""an enormous risk to the reputation of the UN"", the report itself seems to be what pauses a huge risk to the reputation of the UN. Supposing the alleged misconduct is true, the UN would have massively failed to implement monitoring and evaluation procedures, in which case, it would be liable for any misconduct practiced on any micro level. In fact, with such a report, the UN could have facilitated such misconduct to channel funds here and there, a matter which would subject the UN in whole to stand accountable and open to external investigations. The report findings, unknown to the public save by descriptions, are under investigation. The accused may not make any comment till the investigation is concluded. Confidentiality might come across as a measure to ensure impartiality. However, the leaks to the media defy the presumption of innocence until proven guilty. Those accused have been fed to the media to tear them apart without a chance to respond. An entity as established and so called professional as the UN would have not leaked any of it until the investigation is finalized. However, with the miscalculation and in the event those accused are proven innocent, the UN would again be liable for the defamation of the persons concerned. One interesting accusation stood out. A senior staff member named Maria Mohammadi is implicitly accused of having intimate relationship with Commissioner-General Pierre Krahenbuhl. Maria Mohammedi is an Algerian activist who has been working in the West Bank and Gaza for years. To the western reader, for such relationship to pave the way for work privileges is corrupt and it ends there. However, for an Arab, such accusation would actually threaten the life of the woman in the name of honor. The support of Algeria to Palestine has always been exceptional. As an Algerian, Mohammedi could lose her life on grounds of betraying the Palestinian-Algerian cause, that is, freedom of Palestine. Any way perceived, a woman could very well be sacrificed at the altar by the very entity which promotes women’s rights and equal opportunity. Again, the UN stands liable for any ramifications of a situation that seems nothing but mismanaged in favor of shutting the UNRWA down one way or another. Conveniently, Belgium, Switzerland and the Netherlands cut and/or froze their funding to the UNRWA. As financiers, these countries and whatever representations they have, preserve every right to monitor and evaluate the progress of the projects implemented on the ground. Have they also failed to do their job for the past years? or has their sense of justice been compromised? the questions remain unanswered. Timing is of the essence but let’s not forget Netanyahu’s speech on Iraq ""if you take out Saddam’s regime, I guarantee you that it will have enormous positive reverberations on the region"". The world knows better how that turned out. Gideon Levy puts it better, ""Israel is occupation- addicted. The drug addict who is your friend, if you give him money, he will really care about you. But are you really caring about him?"""
7,Random Thoughts About War,politics," War is a complex problem which will not be easy to solve. The reason for this is that war has many underlying causes that are often difficult to identify and change. There are economic imperatives and land issues, There are anger issues, intolerance issues and the inability of leaders to compromise on conflicting goals. There are the masculinity issues about being a warrior and perhaps even many as yet undiscovered factors that propel us toward war. Until all of these underlying issues are identified and the appropriate actions taken, we will never be able to look forward to a world without war, When each of us ultimately becomes more aware and begins to identify these obstacles and then commit ourselves to work toward making the necessary changes, one problem at a time, only then will we will begin to see the beginnings of a more reasonable, a more cooperative and a better functioning world where all people will be able to look forward to a brighter future which will finally allow them to live dignified and peaceful lives. According to scientific thought, our planet is now 4.5 billion years of age. Since the first humans began to roam the earth millions of years ago, their first instinct was to find food and defend themselves-- violently when necessary. We are still functioning in this primitive, violent way these many millions of years later, not taking into account that the world is no longer the same and human beings are no longer cave dwellers. Since the advent of the hydrogen bomb, our way of thinking about war must change. We are on the brink of total annihilation either through the complete destruction of our world or through released radioactivity which will kill or injure everyone on our planet. War is no longer a rational way of solving differences. How will we secure our future without resorting to war? It means that alternative ways must be found to put pressure on rogue states— diplomacy, sanctions, increased dialogue and the ability of the rational world to try to understand the thinking and the motivations of others and the ability of everyone in confrontational circumstances to make compromises. There is no longer any other alternative. The time is now. More and more small unstable countries are getting the bomb, and we can no longer pretend that this danger does not exist. All of us who care about the future must put our energies to this task, or we will be facing a time when this wonderful earth that we love so much will be reduced to a few atoms of radioactive dust."
8,A New View of Crime and Punishment,politics," Whether we live in poor areas or more affluent environments, we are all affected by the crime around us and the fear it engenders in all of us. Long ago people viewed crime in a more simplistic way. There were good people and bad people and the bad people needed to be punished and crime would then disappear. That has not happened. When criminals are punished they do not ordinarily stop being criminals. New information has taught us about the relationship of cause and effect. There is still a dialogue going on about nurture versus nature, but no authority will deny that poverty, environment or bad parenting play a large role in producing individuals who have lost any hope that they can survive as productive citizens of our society. It is very easy for young people to get caught up in the current drug culture and make serious mistakes that can have lasting consequences in their lives. For various reasons, minorities are at particular risk in our culture. These early mistakes must not be allowed to ruin our young people's entire lives. Our laws must begin to reflect the reality of the lives that young people are exposed to and treat these young offenders with understanding and compassion. According to current statistics, it costs an average of $33,000 a year to keep one prisoner in jail. How much better it would be to spend that money on preventative measures like better counseling, better recreational facilities, better parenting classes and better job training programs for young people who are at risk. For those people who are already in prison and will one day be paroled, wouldn't it be wiser to give them counseling and job training and get them ready to live productively instead of warehousing and punishing them and then throwing them back on the streets to become a danger to us again? We must change our own view of these vulnerable people in our society. They are people who, because of the circumstances of their lives, are not able to make a living, who cannot control their emotions or who feel a sense of hopelessness. Instead of taking revenge, we must begin to find the cure for this disease and treat this like any other chronic illness with tolerance and understanding and wise life-changing programs. By doing these things, we will perhaps begin to make some inroads on the problems of crime, drug addiction, family violence and insure a future of healthier families, safer communities and ultimately more hope for us all."
9,Freedom of Speech in a Diverse World,politics," Voltaire (1694—1778) said, ""I may not agree with what you say, but I will defend to the death your right to say it"". That statement made so long ago is more timely than ever. As our country and our world becomes more diverse as to political, religious, ethnic and racial values, it will be increasingly important that all of us have a high tolerance for differences of opinions, because it is likely that we may differ from our neighbors as to values, clothes, behavior or relationships. It is also important that while we must allow all diverse opinions to freely be expressed. we must not allow any political, religious, ethnic, or racial group to dictate to everyone else their ""truth"". A free society allows every person to follow the dictates of his conscience, but not to impose them on others. This means that we will all need to compromise our ""truths"" when they are in conflict with other people‘s ""truths"". It means that no one is above the secular laws of the land in which they have chosen to live. If the laws are not considered fair, in a free society we all have the power to work to change those laws. As in all good families and societies, communication and compromise are the key to good relationships.  Why is this adjustment of our thinking so difficult for all of us? I like to think of myself as a tolerant person, but I notice that I too have my prejudices and stereotypical ways of thinking. These past erroneous ideas became part of my thinking when I was young because of the prevailing, more intolerant thinking of the times and the community in which I then lived. They came at a time when I was too young to question them. Now however as an adult I do have the strength and the ability to question and change them if those ideas are not longer valid.  It is important then to be aware of where our less tolerant thinking has originated. For most of us new ways of thinking and new ways of living are not always easy for us to understand, accept and change. It does take patience and effort to change our opinions to a more tolerant way of thinking and acting in the new and more modern, diverse world. Our best hope in a diverse country and world, is that we all learn from each other, Just as we have learned to enrich our cuisine with spaghetti, chop-suey , french onion soup, sushi—all the good diverse foods of the world, so too can we enrich our lives with new ways of living by taking the best of each culture and perhaps making them our very own."
10,Greed in our Time,politics," ""Greed is Good !""--from the movie ""Wall Street"" More than 2000 years ago the wise and famous scholar Hillel wrote "" If I am not for myself who will be for me. If I am only for myself, what am I?"" Recently there have been people and corporations in the news who have been only for themselves with no regard for the damage their greed has done to others. This list includes schemers like Madoff, many bankers, unscrupulous insurance companies, dictators, politicians whose only goal is to accumulate vast amounts of money. For these groups of people it is no longer about being more secure or supporting one’s family. It’s about unlimited accumulation. Greed is rapidly becoming an illness and an addiction as deadly as drugs. If this were an individual addiction we would not need to examine so closely what is happening, but when so many of these individuals and large corporations steal money that rightfully belongs to other people then it becomes legalized theft. We all can see how someone like Madoff stole from others, but it is harder to determine when insurance companies charge higher premiums than they should or bankers higher rates than they should or when politicians take money from corporations to vote for legislation which denies ordinary citizens their lawful rights. These individual and corporate actions are just as much a theft as a criminal robbing a bank. When a dictator or leader steals from his people more money than he will ever be able to use in many lifetimes, than we need to look at what drives these greedy people to do what they do. Why do these enormously rich people continue to steal? There is a subconscious drive that impels them to search for more and more power to enhance their self-esteem and to gain the admirations of others. Often it is the only way that they can feel admired and loved and this neurotic need often originates in an underlying feeling of low self-esteem. Corporate stealing is all about making the most money that’s possible without regard to injuries this may cause to others. Even our own societal values contribute to these neurotic drives of individuals and corporations for more power and money because most of us still admire and pay homage to those who are rich, and we don’t always question or care about how they earned it. So we too become a part of this worldwide illness. How can we begin to curb these greedy people from stealing from us all? We must of course watch them much more carefully and hold those who steal to a higher accountability. We must also build a new value system that does not admire those who become rich at the expense of others. How different the world would be for all of us if the following wise words became the universal mantra for a better and more just society--- "" If I am not for myself who will be for me. If I am only for myself, what am I? If not now, when?"
11,About Media and Influence,politics," We are fortunate to live in a country and at a time when we have almost unlimited access to information — political, social and personal through many TV and radio outlets, through newspapers and through the internet. What many of us don’t always take the time to realize is that all of these outlets are businesses who have owners and motives and agendas of their own which do not always reflect truth. These businesses also have advertisers who ultimately have their own agenda which can compromise the objectivity of reporting what is true. How then can we decide that the source of our information is truthful and reliable? We probably can’t, unless we know who owns the outlet and understand their motives. The other way to seek the truth is to get our information from as many different sources with diverse opinions as possible and then sift through all the different opinions and make an informed judgment . This may seem like too much of an effort for most of us. Is it really important that we do this? It is one of the most important things that we will ever do . If we don’t make the effort to be thoroughly informed, unscrupulous individuals will be able to bend us through emotional or intellectual manipulation to become their puppets for carrying out their ideals. That is how countries ultimately lose their freedom. It is all the more important now because the current world trend in so many countries including our own is toward limiting challenging ideas and trying to demean and control our media. We must value all of our media and fight for the freedom of all the press to write and speak whatever they feel is their truth even if we don’t agree with them and even when we are concerned about what they say. That is what makes a democracy strong. If any individual or group attacks the freedom to express our ideas no matter how distasteful those ideas may be, then we must suspect that these people and groups want to ultimately enslave us and limit our freedom. No one, of course, must be able to advocate violence, but beyond that one limitation, in a free society we must allow all diverse opinions. No matter how difficult that is. It will take the awareness of all of us that there will always be unscrupulous individuals who will try to manipulate our thinking, if we allow them to do it. A truly informed electorate is the one way that we will always be able to know the truth of any given situation and the only way that we will continue to retain our precious freedom of thought and action in a continuing free society."
12,"The U.S.: Latvia, Lithuania and Estonia cost $125 million",politics," The U.S. does its best to strengthen its positions in the Baltic States. The U.S. hunts out excuses for being there, having no actual reason and legal grounds to deploy its military contingent in the region. For instance, though its troops are not even a part of the NATO enhanced Forward Presence Battle group in Latvia, the U.S. troops and military equipment are permanently present in the country. The more so, the U.S. always finds a basis for its presence. Thus, it is eager to take part in military exercises, give money to build military infrastructure, participate in different joint military conferences, sell military equipment or just give advices. For such purposes The U.S. initiated Operation Atlantic Resolve as a demonstration of U.S. commitment to collective security in the region. As part of this operation thirteen UH-60 and HH-60 Black Hawk helicopters arrived in Latvia in February. Likewise, 150 soldiers from the 3rd battalion of the 1st Combat Aviation Brigade arrived and are stationed here on a rotational basis. The U.S. contingent is expected to stay in Latvia for nine months. It is said they fulfill operations in the National Armed Forces base in Lielvārde. Another fact of the U.S. active involvement in domestic affairs is the so called advisory assistance which has turned into a guide to action, supported by the U.S. financial help. U.S. defense think-tank the Rand Corporation has produced in April a new report titled Deterring Russian Aggression in the Baltic States (https://www.rand.org/pubs/research_reports/RR2779.html). According to the report, ""a robust technology initiative to enhance military capabilities for all three states would cost about $125 million, could be implemented over several years, and is scalable. The authors discuss the benefits and risks of expanding unconventional and total defense efforts and potential Russian responses and countermeasures. Finally, they outline steps that the Baltic governments, the United States, other NATO allies and partners, and the European Union could take to enhance these efforts. The authors conclude that total defense and unconventional warfare capabilities can complement the existing conventional defense efforts of the Baltic states and NATO, improve warning of an attack, augment initial defenses, and buy time for (and provide support to) national and NATO conventional responses."" For Latvia, in particular, the authors advice to enhance the size and capabilities of its national guard and reserve forces and improve whole-of society resilience efforts. Just after report's release, Latvian Minister of Defence Pubriks announced the planned snap checks of combat readiness. The Defence Ministry also wants to prompt residents' involvement in the comprehensive defense system, so they know what they must do in order to defend their country. A booklet with all the necessary information for residents will be released in the fall, the booklet will also be available online, added Pabriks. These all steps should be considered as the attempts to influence Latvian authorities and population and to force them to grand the U.S. the possibility to do what it thinks is better for Latvia. The U.S. wants to create a condition under which the small Baltic States cannot exist or behave by themselves. The key recommendation given by the authors of the report is ""the United States, other NATO allies and partners, and the European Union could take further concrete steps to support the Baltic countries in developing their total defense and unconventional warfare capabilities."" And they will take these steps even if Latvia is not ready to accept their help."
13,Social uncertainty weakens Latvia,politics," The latest data of the Central Statistical Bureau (CSB) show that at the beginning of 2018 population of Latvia accounted for 1 million 934 thousand, which is 15.7 thousand people fewer than a year ago. Another survey conducted in 2018 by the CSB, shows that the share of Latvia’s population exposed to the risk of poverty grew by 1.2 percentage points from a year before to 446,000 people. CSB representatives said that the monthly at-risk-of-poverty threshold went up to EUR 367 per one-person household (EUR 330 monthly in 2016). In households consisting of two adults with two children aged under 14 years the monthly at-risk-of-poverty threshold reached EUR 770 in 2017 (EUR 694 in 2016). Dry statistics hides awful things. One forth of the population that is about 400 thousand can’t enjoy a normal life. According to the survey, the worst situation is in Latgale where 39.2 percent of residents live at-risk-of-poverty. The striking fact is the largest at-risk-of-poverty rate fixed in large families (couples with three or more children) (20.5 percent). Paradoxically how could a European state allow its children to starve and deprive of hope for basic needs, such as food, clothes and good education. The conclusion is disappointing: depriving people of hope for normal life, the state authorities deprive Latvia of future. Thus, there is nothing surprising in population outflow. What does all this mean? It means that Latvians are so poor, that they can’t think about something but food. They can’t be fully engaged in political, cultural or other spheres of life. They are not capable to support their children or parents. They exist, not live. That is probably the main reason for Latvians’ political apathy. Otherwise how to explain the protracted process of government formation, social problems. The only sphere that flourishes is defence. Latvia is one of a handful of NATO countries that spends 2 per cent on defence with more than 20 other members missing that goal. Thus, the government increases the defence spendings but does not pay enough attention to social problems. Is it not a normal state of affairs. The result may be devastating: there will be modern military vehicles and equipment, but will be no one to serve in the armed forces. Poor people have no desire to defend their poverty, they have NOTHING to defend."
