,topic,category,content
122,Nadal is my biggest opponent between him and Federer: Djokovic ,sports,"Acknowledging his rivalry with Roger Federer and Rafael Nadal, world number one Novak Djokovic said that 21-time Grand Slam champion Nadal is the biggest opponent of his career. ""I have grown as a player because he [Nadal] has pushed me to it,"" he added. Djokovic leads Federer 27-23 and Nadal 30-28 in head-to-head on the ATP Tour."
123,Fearless Arshdeep flourishes under pressure situations for PBKS: Harbhajan,sports,"Calling Arshdeep Singh a ""fearless bowler"" with a ""lion's heart"", ex-India spinner Harbhajan Singh said the PBKS pacer has the quality to flourish in the pressure situations in ongoing IPL. ""There's so much confidence in this bowler and the belief that he can do well during tense moments...he bowls yorkers at will in the death overs,"" he added. "
124,Felt that season didn't really start for us till first win: MI's David,sports,"Speaking about bottom-placed MI's form in IPL 2022, MI batter Tim David stated the season didn't start for them until they won their first match following eight consecutive losses. ""Since then, we've played some really good cricket,"" he added. ""We've won three of our last four games and there has been a good feeling in the team,"" David further said."
125,Brabourne Stadium is a tough place to bowl: RR pacer Trent Boult,sports,"RR pacer Trent Boult, who picked two wickets against LSG at the Brabourne Stadium, said that it is a tough place to bowl. Speaking about his performance, Boult said, ""Nice to get wickets at the top. I've got a simple game with the ball."" Rajasthan defeated Lucknow by 24 runs and Boult was adjudged Player of the Match."
126,"Won't lie, there's a bit of pressure now: Rahul on LSG's loss vs RR ",sports,"Following their 24-run loss against RR in IPL 2022, LSG captain KL Rahul said, ""I won't lie, yes, there is a bit of pressure,"" as they are placed third on the points table. Notably, a win against RR would have guaranteed LSG a top-two finish. ""We could've so easily been sitting today and could have qualified [for playoffs],"" he added."
127,Thomas Cup winners Satwiksairaj-Chirag pull out of Thailand Open,sports,"Thomas Cup 2022 winning duo Satwiksairaj Rankireddy and Chirag Shetty have pulled out of the Thailand Open Super 500 tournament, beginning Tuesday, in Bangkok. It is, reportedly, learnt that Chirag suffered some niggles during the tournament and the pair decided to withdraw. The world number eight pair had lost just one match in India's first-ever Thomas Cup title-winning campaign."
128,2nd-set tie-breaker was vintage him: Roddick on Djokovic's Italian Open win,sports,"Praising Novak Djokovic following his 6-0, 7-6(7-5) win over Stefanos Tsitsipas to clinch his record-extending 38th ATP Masters 1000 title at Italian Open on Sunday, ex-world number one Andy Roddick said, ""Second-set tie-breaker was vintage Novak."" The top-seed took an early lead in tie-break before Tsitsipas levelled the score. However, Djokovic converted on his very first match point at 6-5."
129,I'd rate myself as one of the favourites at 2022 French Open: Djokovic,sports,"Talking about his chances of winning the title at upcoming French Open, Novak Djokovic said he would rate himself as one of the favourites following his form in the last few weeks. The world number one won his first title of 2022 in Rome on Sunday. Before this, Djokovic lost in Serbia Open final and in semi-final in Madrid Open."
130,"Took 50 wickets in last 10 Ranji games, Test cricket is still my priority: Chahal ",sports,"India spinner Yuzvendra Chahal, who's yet to make his Test debut, has said that playing the longest format of the game is still his ""first priority"". He added, ""I [took] 50 wickets in my last 10 Ranji Trophy matches...I think being called a Test player has a different aura."" Notably, Chahal last played a first-class match in December 2018."
131,Felt really nice speaking to PM Modi after Thomas Cup win: Srikanth,sports,"India's badminton player Kidambi Srikanth has said that the Indian badminton team's first-ever Thomas Cup win is a victory for every Indian. Talking about speaking to PM Narendra Modi after winning the tournament, Srikanth said, ""I...didn't expect that...It felt...nice speaking to him immediately after the match."" He added PM Modi keeping a track of players and their performances is ""amazing"". "
132,Every player stepped up when it mattered: Srikanth on India's Thomas Cup win,sports,"Shuttler Kidambi Srikanth, who remained undefeated in India's maiden Thomas Cup title-winning campaign, said his performance in final against Indonesia was one of his best. He added, ""I don't think this is one individual's win, it's about all 10 players. Everyone stepped up when it mattered."" Srikanth beat Jonatan Christie 21-15, 23-21 in third match, helping India beat Indonesia 3-0. "
133,How does the IPL 2022 points table read with just 7 matches remaining?,sports,"With just seven matches remaining in IPL 2022 league stage, GT are the only team to have qualified for playoffs. They're assured of a top-two finish. Following their win against LSG, RR are now second on the table, followed by LSG. RCB (14 points), DC (12), KKR (12), PBKS (12) and SRH (10) are also in contention for playoffs spots."
134,Which bowlers have taken first-ball wicket on their IPL debut?,sports,"CSK's 19-year-old fast bowler Matheesha Pathirana on Sunday became the ninth bowler to take first-ball wicket on his IPL debut. Ishant Sharma was the first bowler to achieve the feat in IPL after he dismissed Rahul Dravid, while playing for KKR against RCB. In 2009, three bowlers managed to take a first-ball wicket on their IPL debut."
135,"RR defeat LSG by 24 runs, move to 2nd position on IPL 2022 points table",sports,"RR defeated LSG by 24 runs at Brabourne Stadium in Mumbai to move to the second position on the IPL 2022 points table. RR and LSG have 16 points each, with RR having a superior net run-rate (NRR). RR put up a total of 178/6 with Yashasvi Jaiswal top-scoring with 41(29). LSG were restricted to 154/8 in their 20 overs."
136,Hope we get a charter plane back: Chirag Shetty to Air India's tweet on Thomas Cup win,sports,"Responding to Air India's congratulatory message on the Indian men's badminton team winning the Thomas Cup for the first time ever, shuttler Chirag Shetty wrote, ""Hope we can get a charter plane back!"" Air India had tweeted, ""Congratulations to the Indian Men's Badminton Team...This victory will give wings to the dreams of all young sportspersons of our country."""
137,He was someone I could call at 2:30 am and say 'Let's meet': Harbhajan on Symonds,sports,"Talking about his late MI teammate Andrew Symonds, Harbhajan Singh said, ""We used to sit together, have a drink, laugh, share a lot of stories."" He added, ""He was someone I could call at 2:30 in the morning and say 'Hey mate, what are you doing? What are you up to? Let's meet' and he'd be up for it."""
138,"Charles Leclerc crashes Niki Lauda's 1974 £1-million Ferrari F1 car, video surfaces",sports,"Ferrari F1 team driver Charles Leclerc crashed three-time world champion Niki Lauda's 1974 £1-million Ferrari F1 car at the Historic Grand Prix of Monaco, which features some of motorsport’s most iconic vehicles. Leclerc lost control of the vehicle following a brake failure and crashed into a wall. Leclerc had also suffered a crash in Monaco during last year's qualifying race."
139,"Novak Djokovic wins Italian Open, clinches his record-extending 38th Masters 1000 title",sports,"Novak Djokovic defeated Stefanos Tsitsipas 6-0, 7-6(7-5) in the final of the Italian Open on Sunday to clinch a record-extending 38th ATP Masters 1000 title. It is Djokovic's first title victory of the year. The Serbian had become the fifth man in the Open Era to earn 1,000 singles match wins when he defeated Casper Ruud in the semi-finals."
140,"Andrew Symonds' dogs survived car accident, one didn't leave his side: Eyewitness",sports,"Andrew Symonds' two blue heeler dogs survived the car accident which took the former Australia all-rounder's life. ""One of them was very sensitive and didn't want to leave him. It would just growl at [us] every time we tried to move him or go near him,"" an eyewitness said. The forensic crash unit is investigating the accident."
141,Andrew Symonds' sister leaves note on cricketer's accident site as tribute,sports,"Late Australia cricketer Andrew Symonds' sister Louise left a note on the cricketer's accident site as a tribute. ""Gone far too soon! Rest in peace Andrew. I wish we had one more day, one more phone call. My heart is broken. I will always love you my brother,"" the note read. Symonds passed away in a car accident on Saturday."
142,Matheesha Pathirana is an excellent death bowler: MS Dhoni,sports,"Praising 19-year-old Sri Lankan bowler Matheesha Pathirana, who made his debut for CSK against GT on Sunday, captain MS Dhoni said, ""He is an excellent death bowler."" Dhoni added, ""A bit similar to Malinga...With a slingy action, Pathirana doesn't get a lot of bounce. He has got that slower one as well."" Pathirana registered figures of 3.1-0-24-2 on debut. "
143,Disappointed with my performance: Chahal on his bowling against LSG,sports,"Rajasthan Royals spinner Yuzvendra Chahal has said that he is a ""little bit disappointed"" with his bowling performance against the Lucknow Super Giants on Sunday. ""I was a little bit disappointed with myself...The leg-side was shorter...So I didn't want to give any extra runs. That's why I tried to bowl a little bit quicker tonight,"" Chahal said. "
144,Dhoni needs to take Gaikwad under his wing: Shaun Pollock,sports,"Ex-SA captain Shaun Pollock has said CSK will have to look for a captain outside their camp if MS Dhoni decides not to play in the next season. He added, ""If [CSK management] goes to Ruturaj Gaikwad [for captaincy], you have to give Dhoni another year, and [Dhoni needs to] really take him under his wing."""
145,"Been playing for 15 years, this setup at GT is really good: Wriddhiman Saha",sports,"GT opener Wriddhiman Saha, who was named 'Man of the Match' for his performance against CSK, said he sees himself as an aggressive player in the powerplay and the franchise is also letting him play freely. ""I've been playing for 15 years now, but this setup...is really good,"" he added. GT are at the top of the IPL points table. "
146,Wasn't a good idea to bat first: Dhoni after 7-wicket loss to GT,sports,"After losing to the Gujarat Titans by seven wickets, CSK skipper MS Dhoni has admitted that it wasn't a ""good idea"" to bat first in the match. ""The fast bowler's ball wasn't coming on. That's why the batsmen found it tough...In the second half, it got slightly better...More runs in the middle overs would have been good,"" Dhoni said. "
147,"Hasaranga is like a brother, happy if he takes wickets: Chahal on purple cap",sports,"Talking about the competition for the IPL 2022 purple cap, spinner Yuzvendra Chahal, who's currently the highest wicket-taker, said he's happy with the success of other bowlers. ""I'm happy for Wanindu Hasaranga because he's like a brother to me. If he takes wickets, if Kuldeep Yadav takes wickets, I'm happy with that,"" he stated. Hasaranga is currently the second-highest wicket-taker. "
148,Probably GT weren't given enough credit after their first few games: Vettori,sports,"Discussing table-toppers GT's performance in ongoing IPL, Daniel Vettori said the debutants weren't given enough credit after their first few matches as they were close and could have gone either way. ""But someone like Rahul Tewatia, David Miller or Rashid Khan got them over the line,"" he added. GT are the first team to qualify for the playoffs."
149,Once again the batting group wasn't able to perform collectively: Rahul ,sports,"After their second straight defeat in the ongoing IPL season, LSG captain KL Rahul said, ""Once again the batting group [wasn't] able to perform collectively."" He added, ""We have lost three-four games in the powerplay as a batting unit."" Chasing RR's 178-run total, LSG scored 154/8 in 20 overs and suffered their fifth defeat in 13 games. "
150,Hetmyer likely to be available for RR's game against CSK on May 20,sports,"RR's Shimron Hetmyer, who had left the bio-bubble to travel back to Guyana for the birth of his first child, has rejoined the squad and is likely to be available for their last league match on May 20 against CSK. Hetmyer missed matches against DC and LSG. RR defeated LSG on Sunday to register their eighth win of IPL 2022."
151,It won't be a bad idea to get him in: Parthiv on playing Dhull vs PBKS,sports,"Ahead of DC-PBKS in IPL 2022, Parthiv Patel said it won't be a bad idea to include 19-year-old Yash Dhull in DC's squad for their must-win match. He added that Dhull's mindset will be very positive and fresh as he has scored runs in Under-19 World Cup and Ranji Trophy. Both DC and PBKS have six wins each so far."
152,Wriddhiman has been a real catalyst in GT's comfortable wins: Vettori,sports,"Ex-NZ captain Daniel Vettori has said Wriddhiman Saha has been a catalyst in GT's ""comfortable wins"" in IPL 2022. ""Wriddhiman has [scored] enough runs in the powerplay to not put too much pressure on [other batters]...He's been a real catalyst...in going from just winning games to winning them comfortably,"" explained Vettori. GT defeated CSK by seven wickets on Sunday. "
153,This is a do-or-die match for us: DC's Kuldeep Yadav on match vs PBKS,sports,"Ahead of their match against PBKS on Monday, DC spinner Kuldeep Yadav said they've prepared well for the game and will try not to repeat the mistakes they've committed so far in the ongoing IPL season. ""This is a do-or-die situation for us,"" he added. Both DC and PBKS have 12 points from 12 games so far in the tournament. "
154,We have been very impressed with Wriddhiman Saha: Gary Kirsten,sports,"GT batting coach Gary Kirsten has said it's great to have Wriddhiman Saha in their team in the ongoing IPL season. ""We've been very impressed [with Saha]...He understands his game and plays really well in the powerplay,"" added Kirsten. So far, the 37-year-old has scored 281 runs in eight games. He scored 67* off 57 to help GT defeat CSK. "
155,"Win was satisfying, atmosphere is chilled, nice: Samson",sports,"RR captain Sanju Samson said that the win against LSG was satisfying and the atmosphere in camp is ""chilled and nice"". Samson, however, also added that it's not easy to maintain such an atmosphere when there are defeats. ""Batting first suits our approach well, we want to bat positively...[as] the bowling unit is good,"" he further said. "
156,World no. 1 Swiatek defends Italian Open title with 28th straight win,sports,"World number one Iga Swiatek defeated Madrid Open champion Ons Jabeur 6-2, 6-2 to successfully defend her Italian Open title on Sunday, clinching her fifth straight title. Swiatek, who didn't drop a set in Rome, extended her winning streak to 28 matches. Swiatek has won every WTA 1000 she has contested this season, winning Doha, Indian Wells and Miami before."
157,India's 1st-ever Thomas Cup win is a great achievement: Srikanth's father,sports,"Shuttler Kidambi Srikanth's father Krishna lauded the Indian badminton team following their first-ever Thomas Cup title win in Bangkok, saying it's a great achievement for all the Indians. ""It's a very happy moment that India has achieved...Thomas Cup after such a long period,"" he added. Notably, Srikanth remained undefeated throughout the tournament. India beat Indonesia 3-0 in final on Sunday.
"
158,Symonds' demise is big loss to cricketing fraternity as a whole: Lalchand,sports,"Ex-India cricketer Lalchand Rajput has said former Australia all-rounder Andrew Symonds' demise is a ""big loss"" not only to Australian cricket but the cricketing fraternity as a whole. ""If you look at his career, he was a versatile player...adopted all the formats...he was a match-winner,"" he added. Symonds passed away, aged 46, in a car accident."
159,This win is precious: Lakshya's mother on India's maiden Thomas Cup win,sports,"Terming the Indian men's badminton team's first-ever Thomas Cup win ""very precious"", shuttler Lakshya Sen's mother Nirmala said, ""We're feeling so happy and proud. We congratulate the entire Indian team."" She added, ""We were watching the match. We'll celebrate the win with Lakshya via video conference and cut the cake."" India defeated 14-time champions Indonesia 3-0 in their maiden final."
160,"Indian men's badminton team creates history, wins Thomas Cup for the first time ever",sports,"The Indian men's badminton team created history on Sunday after winning Thomas Cup for the first time ever. India won the final 3-0 against defending champions Indonesia. Lakshya Sen and Kidambi Srikanth won their singles' matches in the final against Anthony Sinisuka Ginting and Jonatan Christie, respectively. Meanwhile, Satwiksairaj Rankireddy and Chirag Shetty won their men's doubles clash."
161,"Mr Coach, you made us proud: Taapsee to boyfriend after India's Thomas Cup win",sports,"Actress Taapsee Pannu praised her boyfriend-coach Mathias Boe after the Indian men's badminton team created history by winning the Thomas Cup for the first time ever. Pannu took to her Instagram Stories and wrote, ""Mr Coach, you made us proud,"" for Mathias Boe, India men's badminton team doubles coach. ""What a performance, what a team,"" Boe wrote on Instagram. "
162,Apna time aa gaya: Mahindra on India's 1st-ever Thomas Cup win for badminton,sports,"Businessman Anand Mahindra on Sunday reacted to India's first-ever Thomas Cup win for badminton by saying, ""This is the dawn of an era of Indian ascendancy in this sport."" He said, ""I grew up reading about the Thomas Cup and titans like Indonesia's Rudy Hartono who dominated it. Today we swept Indonesia away...Apna time aa gaya (our time has come)."""
163,"RR to bat first against LSG in their IPL 2022 clash, playing XIs announced",sports,"RR captain Sanju Samson won the toss and elected to bat first in their IPL 2022 clash against LSG. RR have made two changes to their playing XI, with Jimmy Neesham and Obed McCoy replacing Rassie van der Dussen and Kuldeep Sen, respectively. Meanwhile, Ravi Bishnoi has replaced Karan Sharma in LSG's playing XI."
164,"GT defeat CSK, become first team to win 10 matches in IPL 2022",sports,"GT defeated CSK by seven wickets in their IPL 2022 clash on Sunday. With the win, GT became the first team to win 10 matches in IPL 2022. GT are on top of the table with 20 points. They have been assured of a top-two finish on the points table. Wriddhiman Saha top-scored for GT with 67*(57)."
165,"As with Warne in March, Symonds' innings ended way too soon: Adani",sports,"Businessman Gautam Adani condoled former Australia cricketer Andrew Symonds' death in a car accident aged 46. ""As with Warne in March, Symonds' innings ended way too soon,"" Adani tweeted, referring to former Australia cricketer Shane Warne's death aged 52 in March 2022. ""Shocked by the loss of Symonds who epitomized presence both on and off the field,"" Adani added."
166,₹1 cr reward announced for men's badminton team for historic Thomas Cup win,sports,"Sports Minister Anurag Thakur has said that a ₹1 crore cash reward will be given to the Indian men's badminton team to acknowledge their historic Thomas Cup win. ""This extraordinary feat, with successive victories over Malaysia, Denmark and Indonesia, calls for matching honour by the nation,"" said Thakur. PM Narendra Modi also congratulated the team."
167,Video of shuttler Chirag Shetty's shirtless celebration during Thomas Cup final goes viral,sports,Indian shuttler Chirag Shetty's shirtless celebration during Thomas Cup final against Indonesia has gone viral. Shetty was seen removing his shirt and throwing it towards the crowd after winning his doubles match. India defeated Indonesia 3-0 in the final to win Thomas Cup for the first time in their history.
168,"If Roy shook your hand, you had his word: Ricky Ponting on Andrew Symonds",sports,"Condoling former Australia all-rounder Andrew Symonds' demise, ex-Australia captain Ricky Ponting tweeted, ""If Roy shook your hand, you had his word, that's the sort of bloke he was and that's why I always wanted him on my team."" Ponting added, ""An extraordinary player and even better human being. Can't believe he's gone. Thoughts are with his family at this time."" "
169,Entire nation is thrilled: PM congratulates men's badminton team on Thomas Cup win,sports,"After the Indian men's badminton team won the Thomas Cup for the first time ever, PM Narendra Modi congratulated the team saying, ""The entire nation is elated."" He added, ""This win will motivate so many upcoming sportspersons."" India created history by defeating 14-time champions Indonesia 3-0 on Sunday."
170,"CSK to bat first against GT, make 4 changes to their playing XI",sports,"CSK captain MS Dhoni won the toss and elected to bat first against GT in their IPL 2022 clash on Sunday. Table-toppers GT are fielding the same playing XI, while CSK have made four changes to their playing XI. N Jagadeesan, Prashant Solanki, Mitchell Santner and Matheesha Pathirana have beeing included by CSK."
171,Such an electrifying personality: Pietersen on GT vice-captain Rashid Khan,sports,"Praising Rashid Khan, ex-England captain Kevin Pietersen said the GT vice-captain is an ""electrifying personality"", adding he's one of the ""cool dudes"" in the ongoing IPL. ""He delivers whenever the captain looks at him. He's just in the feel in this season,"" he added. The 23-year-old has taken 16 wickets from 13 matches so far.
"
172,Hasaranga's 2/15 vs PBKS was equivalent to ton off 40 balls: Tendulkar,sports,"Praising RCB spinner Wanindu Hasaranga for his performance against PBKS, Sachin Tendulkar said conceding 15 runs in an innings where 209 were scored is equivalent to scoring a hundred off 40 balls. ""Very impressed with the way Hasaranga bowled. He always seems to pick up wickets in crucial phases,"" added Sachin. Currently, Hasaranga has 23 wickets from 13 games."
173,Kuldeep Sen has been a terrific find for Rajasthan Royals: Vaughan,sports,"Ex-England captain Michael Vaughan praised Rajasthan Royals fast bowler Kuldeep Sen and said, ""Kuldeep has been a terrific find for Rajasthan."" Vaughan also recalled Kuldeep's IPL debut against LSG where he defended 15 runs in the last over bowling to Marcus Stoinis. ""He has got eight wickets [in seven IPL 2022 matches so far], bowls the key overs,"" Vaughan added."
174,"Rahul is going for the kill, learning well from LSG mentor Gambhir: Piyush",sports,"Ex-India cricketer Piyush Chawla has praised KL Rahul, saying he's leading IPL debutants LSG brilliantly in the ongoing tournament. He added that LSG captain is learning well from the team's mentor Gautam Gambhir, who helped KKR win two titles under his captaincy. ""It's good to see him going for the kill,"" he further said. LSG are currently second in standings. "
175,"Williamson should take a break, give SRH captaincy to someone else: Sehwag ",sports,"Ex-India opener Virender Sehwag has said SRH captain Kane Williamson should take a break and give the captaincy to someone else for their remaining games in IPL 2022. ""How will the team fight when their leader isn't doing well...Abhishek Sharma is trying to make the most of the powerplay, but isn't getting the support from the other end,"" added Sehwag. "
176,All doesn't seem well in CSK's camp: Aakash Chopra ,sports,"Cricketer-turned-commentator Aakash Chopra has said CSK are a ""strong and successful franchise"" but ""all doesn't seem to be well"" in their camp in the ongoing IPL season. ""Ravindra Jadeja left (bio-bubble), then Ambati Rayudu announced retirement before unretiring. There's a different game that's happening there with Rayudu,"" he added. CSK have lost eight of their 12 games so far."
177,All the boys played fearless cricket: Shreyas on KKR's 54-run vs SRH,sports,"Following KKR's 54-run win against SRH in IPL 2022, KKR captain Shreyas Iyer said everyone in the team played fearless cricket. ""The mindset we came up with in this game was simply outstanding. All the boys did the right things...everything panned out really well,"" he added. All-rounder Andre Russell was adjudged 'Player of the Match' for his 3/22 and 49*(28)."
178,"Ashish Nehra's street smart, knows what you need to succeed: Manjrekar",sports,"Ex-India cricketer Sanjay Manjrekar praised Gujarat Titans head coach Ashish Nehra and called the latter ""street smart"". ""He's street smart, and knows what you need to succeed in cricket because his career has been like that,"" Manjrekar added. ""If you become a friend to players...you keep them in a good mental space, then the team's performance changes,"" he added."
179,I've been feeling bad since his exit: Sehwag on CSK's Jadeja,sports,"Talking about Ravindra Jadeja, Virender Sehwag said he's been feeling bad since CSK all-rounder's exit from the remainder of IPL 2022 due to a rib injury. Jadeja, who had captained the team in the first eight matches, played a total of 10 matches before being ruled out of the tournament. The 33-year-old hit 116 runs and took five wickets."
180,Great learning: David Hussey on Rahane batting vs SRH despite injury,sports,"KKR mentor David Hussey praised batter Ajinkya Rahane for batting against SunRisers Hyderabad despite his injury. In a video posted by KKR's Twitter handle, David said, ""Great learning for everybody, if you are injured, don't come back, just start swinging out there and try to get as many as possible."" Rahane scored 24-ball 28 runs against SRH."
181,"Told Thiago, 'I'd have signed you 4 yrs ago': Klopp after FA Cup win",sports,"After Liverpool won the FA Cup after beating Chelsea, Liverpool manager Jurgen Klopp said he had a conversation with Thiago Alcantara. ""After the game, I said to Thiago, 'If I'd known what a player you are, I would have signed you four years earlier',"" he joked. ""Obviously, he could already play football...well, but he learned running at Liverpool,"" he added."
182,"Symonds was a lovely guy, incredible human being & a fighter: Nikhil",sports,"Ex-India cricketer Nikhil Chopra said that late cricketer Andrew Symonds was a ""lovely guy, full of life, helpful, and incredible human being."" Recalling Symonds' playing days, Nikhil called the Australian a ""fighter"". ""On many occasions, the team is on the verge of losing, he did a turnaround for them, which shows his mental toughness, and was a fighter,"" he said."
183,World no. 8 Berrettini withdraws from 2022 French Open ,sports,"World number eight Matteo Berrettini has pulled out from the French Open, beginning May 22, as he continues his recovery from a right hand injury, the Italian announced on Instagram on Saturday. ""My hand is feeling great and I am working hard to build up my match fitness,"" he added. Berrettini had the surgery in March."
184,Historic feat for Indian badminton: Kohli on India's maiden Thomas Cup win,sports,"Congratulating Indian men's badminton team after their first-ever Thomas Cup win, Virat Kohli took to Twitter and wrote, ""A historic achievement and a massive moment for Indian badminton."" Abhinav Bindra tweeted, ""An incredible achievement by an incredible Team India...bounced back from tough situations on numerous occasions to win gold."" India beat defending champions Indonesia 3-0 in final."
185,India's Thomas Cup win is like winning cricket WC in 1983: Dinesh Khanna,sports,"Following Indian men's badminton team's maiden Thomas Cup win after defeating 14-time champions Indonesia 3-0 in final on Sunday, ex-Asian badminton champion Dinesh Khanna congratulated them, saying, ""It's like winning...World Cup in cricket for the first time in 1983."" He added, ""There's nothing more greater than this win, as far as team championship for men in the sport is concerned."" "
186,Andrew Symonds was a personality in Australian cricket: Madan Lal,sports,"Ex-India cricketer Madan Lal said he's ""very sad"" after hearing the news of Andrew Symonds' death. ""Symonds was a personality in Australian cricket. Whatever cricket he played he played with a lot of passion,"" he added. ""It is very sad, first Rodney Marsh then Shane Warne and now Andrew Symonds. I can only say rest in peace,"" he further said."
187,Former Australia cricketer Andrew Symonds passes away in car accident aged 46,sports,"Former Australia cricketer Andrew Symonds passed away in a car accident aged 46 on Saturday night. Symonds was involved in a single-vehicle accident, as per the police. ""Emergency services attempted to revive the 46-year-old driver and sole occupant, however, he died of his injuries,"" the police said. Symonds is survived by wife Laura and children Chloe and Billy."
188,"KKR defeat SRH by 54 runs, stay alive in IPL 2022 playoffs race",sports,"KKR defeated SRH by 54 runs in their IPL 2022 clash on Saturday. With the win, KKR are still in contention for a playoffs spot. KKR are now sixth on the points table with 12 points and a net run-rate (NRR) of +0.160. Andre Russell top-scored for KKR with 49*(28) and took three wickets in the match."
189,Shreyas clarifies his 'CEO involved in team selections' remark after KKR face criticism,sports,"After KKR faced criticism following their captain Shreyas Iyer's remark that the CEO is involved in team selections, Shreyas issued a clarification.  Suggesting that the CEO isn't involved in team selections, Shreyas said, ""When I took...CEO's name...I wanted...to say that he's there to console players who've been sitting out. It's...tough for us as well when we select the team."""
190,"Russell becomes fastest batter in terms of balls faced to reach 2,000 IPL runs",sports,"KKR all-rounder Andre Russell has become the fastest batter in terms of balls faced to reach 2,000 runs in IPL history. The 34-year-old took 1,120 deliveries to reach the 2,000-run mark. The previous record was held by Virender Sehwag, who had taken 1,211 deliveries. Russell has scored 2,030 runs in 1,133 deliveries in IPL."
191,Shocking news for all of us to absorb: Sachin Tendulkar on Andrew Symonds' demise,sports,"Following the demise of 46-year-old former Australia all-rounder Andrew Symonds, Sachin Tendulkar tweeted, ""[His] demise is shocking news for all of us to absorb. Not only was he a brilliant all-rounder, but also a live-wire on the field. I've fond memories of the time we spent together in Mumbai Indians."" Symonds passed away in a road accident on Saturday night."
192,Andrew Symonds' last Instagram post before death was tribute to Shane Warne,sports,"Late Australia all-rounder Andrew Symonds' last post on Instagram before death was a tribute to his close friend and spin legend Shane Warne, who passed away in March. ""Devastated...I’m hoping this is all a bad dream I just can’t get my head around never seeing you again,"" Symonds had written. Symonds passed away in a car accident on Saturday night."
193,I certainly did: Clarke on whether he bought Symonds a drink after 2006 'freak dismissal',sports,"Following ex-cricketer Andrew Symonds' demise, Cricket Australia tweeted a video of his 'freak dismissal' in a 2006 ODI. Symonds was caught after ball ricocheted off non-striker Michael Clarke's body. While going back, Symonds gestured Clarke owed him a beer. Commenting on the video, a fan asked Clarke whether he bought Symonds a drink, to which Clarke replied, ""I certainly did."""
194,"Yuzvendra Chahal shares pics with Andrew Symonds, says 'I have lost my closest man'",sports,"Leg-spinner Yuzvendra Chahal took to Instagram to pen a note following the demise of former Australia all-rounder Andrew Symonds. ""Today I have lost my closest man...He always had his guiding arm around my shoulders...He even taught me how to enjoy life to the fullest,"" Chahal wrote. Chahal and Symonds played together for MI in IPL 2011."
195,Former cricketers condole demise of Andrew Symonds,sports,"Condoling the demise of former Australia all-rounder Andrew Symonds, Adam Gilchrist tweeted, ""Think of your most loyal, fun, loving friend who would do anything for you. That’s Roy."" Meanwhile, Shoaib Akhtar wrote, ""Devastated to hear about Andrew Symonds passing away...We shared a great relationship on & off the field."" Michael Vaughan wrote, ""This doesn't feel real."""
196,Andrew Symonds was the most expensive overseas player in first-ever IPL auction,sports,"Former Australia all-rounder Andrew Symonds, who passed away aged 46, was the most expensive overseas player in the first-ever IPL auction in 2008. He was bought by now-defunct Deccan Chargers for $1.35 million. Symonds played three seasons for Deccan Chargers before playing for Mumbai Indians in 2011. Symonds scored 974 runs and took 20 wickets in 39 IPL matches."
197,Why was Andrew Symonds called 'Roy'?,sports,"Former Australia all-rounder Andrew Symonds, who passed away aged 46, earned his longstanding nickname 'Roy' during his childhood. The name was reportedly given to him by a junior sports coach for his likeness to former American-Australian basketball player Leroy Loggins, who played in National Basketball League (Australia) from 1981 to 2001. Symonds was an avid basketball fan while growing up."
198,Shocked: Harbhajan Singh after Andrew Symonds passes away in car accident,sports,"Condoling the demise of former Australia all-rounder Andrew Symonds, ex-India off-spinner Harbhajan Singh tweeted, ""Shocked to hear about the sudden demise of Andrew Symonds. Gone too soon."" He added, ""Heartfelt condolences to the family and friends. Prayers for the departed soul."" Symonds passed away in a car accident aged 46. Symonds played 26 Tests, 198 ODIs and 14 T20Is."
199,Liverpool defeat Chelsea 6-5 on penalties to win FA Cup for the 8th time,sports,Liverpool defeated Chelsea 6-5 on penalties in the final to win the FA Cup title for the eighth time. Chelsea have finished runners-up in the FA Cup for the third straight time. This was Liverpool's second trophy of the season. They had defeated Chelsea 11-10 on penalties in the final of the League Cup in February.
200,"Hard work paid off vs SRH, hopefully KKR can qualify for playoffs: Russell",sports,"After winning against SRH by 54 runs on Saturday, KKR all-rounder Andre Russell has said that he is hopeful of KKR's chances to qualify for the IPL 2022 Playoffs. ""Hard work paid off today. Good to contribute in both aspects...Hopefully, we can qualify,"" said Russell, after scoring 49*(28) and picking up three scalps in the match."
201,"Russell is always a threat, he showed his class: Williamson ",sports,"SRH captain Kane Williamson said they've been struggling to create momentum after their defeat against KKR on Saturday. ""Andre Russell is always a threat. Showed his class. We tried to create partnerships but KKR were really good,"" he added. Russell scored 49*(28) to help KKR post 177/6 and then took three wickets to help them win by 54 runs. "
202,I told Hardik to control his emotions on field: Mohammad Shami,sports,"GT pacer Mohammad Shami has said their captain Hardik Pandya has ""mellowed down"" with the leadership responsibility in the ongoing IPL season. ""I have advised him to control his emotions on the field because the entire world watches cricket...It is very important as a leader to be sensible,"" added Shami. Currently, GT are at the top of IPL points table. "
