,topic,category,content
271,Nearly half of Elon Musk's Twitter followers are fake: Report,technology,"Nearly 48% of Elon Musk's 87.9 million Twitter followers are fake, TIME Magazine reported citing Twitter auditing tool SparkToro's data. These accounts are ""unreachable and will not see Musk's tweets, either because they're spam, bots, propaganda, or because they're no longer active on Twitter,"" SparkToro said. Last month, Musk struck a deal to buy Twitter for $44 billion."
272,"MyPillow's millionaire CEO rejoins Twitter, banned again after 3.5 hours",technology,"American firm MyPillow's multi-millionaire CEO Mike Lindell was banned from Twitter on Sunday, 3.5 hours after making a return to the platform. Lindell, a supporter of ex-US President Donald Trump, was banned from Twitter in January 2021 for spreading misinformation about the 2020 election. Twitter said Lindell's account was permanently suspended for violating the platform's rules on ban evasion."
273,"Wikimedia Foundation, which runs Wikipedia, stops accepting crypto donations",technology,"The Wikimedia Foundation (WMF), which hosts Wikipedia, has announced that it will no longer accept donations in cryptocurrency. The WMF said it will also close its BitPay account, ""which will remove our ability to directly accept cryptocurrency as a method of donating"". The decision comes eight years after the organisation first began accepting donations in Bitcoin, Bitcoin Cash, and Ether."
274,'Paper-thin' loudspeaker that turns any surface into audio source made by MIT,technology,"Researchers at the Massachusetts Institute of Technology (MIT) have developed a ""paper-thin"" loudspeaker that can turn any surface into an active audio source. The loudspeaker weighs about as much as a dime and produces sound with minimal distortion. As per the researchers, the loudspeaker could be used like wallpaper to cover walls, cars, or aircraft interiors or for immersive entertainment."
275,CIA's first-ever CTO Nand Mulchandani studied at a Delhi school,technology,"Nand Mulchandani, appointed as the US Central Intelligence Agency's (CIA) first Chief Technology Officer (CTO), did his schooling at Delhi's Bluebells School International. He has a degree in Computer Science and Math from Cornell and a Master of Science in Management from Stanford Business School. The Indian-American also learned Public Administration at Harvard's Kennedy School of Government."
276,I would choose to marry her 'all over again': Bill Gates on ex-wife Melinda,technology,"Microsoft Co-founder Bill Gates has said that he would choose to marry ex-wife Melinda ""all over again"". ""From my point of view it was a great marriage. I wouldn't have changed it. You know, I wouldn't choose to marry someone else,"" he added. The pair announced their decision to divorce in May 2021 after nearly 30 years of marriage."
277,New Zealand-founded IT company offers unlimited leave to employees,technology,"New Zealand-founded IT company Actionstep is offering its employees unlimited annual leave, The New Zealand Herald reported. ""This way, it covers everything like sick leave, bereavement and maternity,"" Actionstep's VP of engineering, Stevie Mayhew, said. ""We're a team, we trust each other and we believe our best work happens when life & work is in good balance,"" the company said."
278,Musk planning to put less of his money into buying Twitter: Report,technology,"The world's richest man Elon Musk, who struck a deal to buy Twitter for $44 billion last month, is ""tying up less of his wealth in the deal"", Reuters reported. Musk is in talks with large investment firms and high net-worth individuals for the financing. The new financing, if secured, could reduce the $21 billion cash contribution committed by Musk."
279,Tech blogger shares a glimpse of what Twitter's edit button could look like,technology,"Jane Manchun Wong, known for finding hidden features in companies' code, shared a glimpse of what she claims Twitter's edit button could look like. The Edit Tweet button allows users to create a new tweet with different content and a label saying 'Edited' appears at the bottom of edited tweet. Currently, users will have 30 minutes to make tweet edits."
280,Making funny faces at the Met: World's richest man Musk on his Met Gala video,technology,"World's richest man Elon Musk responded to his video from the Met Gala, in which he was seen making goofy faces, by tweeting, ""Making funny faces at the Met."" Twitter account 'DogeDesigner' had shared the video with a tweet saying, ""My entire net worth is in hands of this man."" Musk attended the Met with his supermodel mother Maye Musk.
"
281,Bored Ape NFT creator's virtual plots sell out for $285 mn of crypto,technology,"Bored Ape Yacht Club creator Yuga Labs raised $285 million worth of cryptocurrency by selling 55,000 virtual land plots related to its future metaverse project 'Otherside'. For each plot, it sold an NFT called 'Otherdeed' (worth $7,000), which could only be bought using the project's associated cryptocurrency ApeCoin. In total, the sold-out sale raked in 16,775,000 ApeCoin, as per Reuters."
282,Activision shares rise after Buffett reveals owning 9.5% stake,technology,"Shares of Activision Blizzard rose nearly 3% on Monday after billionaire investor Warren Buffett said his company Berkshire Hathaway owned a 9.5% stake worth $5.6 billion in the video game maker. Activision shares were up $2.13, or 2.8%, at $77.73. However, this was still lower than the $95/share Microsoft offered as part of its $68.7 billion proposal to buy Activision."
283,Musk takes feedback better than Zuckerberg: Facebook whistleblower,technology,"Facebook whistleblower Frances Haugen said that Elon Musk, who is buying Twitter for $44 billion, is better able to take hard feedback and make meaningful changes than Meta CEO Mark Zuckerberg. ""[Zuckerberg has] surrounded himself with people who tell him what he wants to hear,"" Haugen stated. She added that she's ""cautiously optimistic"" about Musk's takeover of Twitter."
284,"Amazon to pay US staff travel expenses of up to $4,000 for abortions",technology,"Amazon will cover up to $4,000 per year in travel costs for US employees seeking non-life threatening medical treatments, including elective abortion and transgender care. As per the announcement, the benefits will apply to treatments that are not available inside a 100-mile radius of an employee's home. This comes amid rising restrictions for abortion procedures in the US."
285,Less than 5% of users are fake or spam accounts: Twitter,technology,"False or spam accounts represented less than 5% of Twitter's 229 million monetisable daily active users in Q1, the company estimated in a filing. This comes after Elon Musk, who's buying Twitter for $44 billion, said one of his priorities will be to remove ""spam bots"" from Twitter. Around 48% of Musk's Twitter followers are fake, TIME magazine recently reported."
286,Apple charged by EU antitrust regulators over mobile payments tech,technology,"European Commission on Monday charged Apple for restricting rivals' access to its Near-Field Communication (NFC) technology used for mobile payments. ""The Commission's preliminary view is that [Apple]...restricts competition by reserving access to NFC technology to Apple Pay,"" the Commission said. EU regulators had last year accused Apple of distorting competition in the music streaming market. "
287,Current WHO funding is not at all serious about pandemics: Bill Gates,technology,"Billionaire Bill Gates has called for the establishment of a new global pandemic surveillance unit. He told the Financial Times, ""The current WHO funding is not at all serious about pandemics."" Gates claimed the WHO had fewer than ""10 full-time people"" preparing for future outbreaks prior to the outbreak of COVID-19 and ""even they are distracted with many other activities""."
288,UPI hits record high transactions worth ₹9.83 lakh crore in April,technology,"Unified Payments Interface (UPI) recorded 5.58 billion transactions in April 2022, a new all-time high for the payments platform since its launch in 2016, NPCI data revealed. In value terms, UPI saw transactions worth ₹9.83 lakh crore in April. This is a 3.3% jump in volume of transactions from March 2022 and a rise of 111% on a year-on-year basis."
289,"Musk is visionary, he'll make Twitter open to diverse views: Zoho CEO",technology,"Zoho's billionaire CEO Sridhar Vembu told ET Now that Elon Musk is a ""great visionary"" who will make Twitter more open to diverse viewpoints. Vembu said, ""[Debates] have been particularly one-sided on Twitter...it is similar to the Cultural Revolution period of China."" He added that both Musk and he are against the ""cancel culture"" rampant on Twitter."
290,"Google makes $100,000-online courses free to every US business",technology,"Google announced on Monday that it will provide any US business over $100,000 worth of online courses in data analytics, design and other tech skills for their workers free of charge. The offer marks an expansion of Google's Career Certificates, which was launched in 2018. As per Google, 205,000 people globally have earned at least one certificate through the program."
291,India to build 1st indigenous hydrogen-fuelled electric vessel,technology,"The Ministry of Ports, Shipping and Waterways has decided to develop India's first indigenous hydrogen-fuelled electric vessel at Cochin Shipyard Ltd (CSL). The Ministry said the vessel will cost  ₹17.50 crore, of which 75% will be funded by the Central government. The hydrogen-based fuel cells are environment-friendly and already being used in bus, truck, and train applications, it added."
292,Introducing realme GT NEO 3 with world's fastest 150W charging: realme,technology,"realme announced the launch of realme GT NEO 3 on April 29. Priced at ₹29,999* this is the world's first and fastest 150W charging flagship which gives you 50% charge in just 5 minutes, the brand revealed, adding that the Dimensity 8100 5G processor makes it realme's first dedicated display processor. The sale begins on May 4 at noon."
293,"₹5,551 crore seized from Xiaomi India bank accounts for forex violations: ED",technology,"Assets worth ₹5,551.27 crore of Xiaomi Technology India Private Limited have been seized in connection with ""illegal outward remittances made by the company"", the Enforcement Directorate (ED) said on Saturday. The assets lying in bank accounts have been seized under provisions of the Foreign Exchange Management Act, 1999, the agency added."
294,"Jack Dorsey, Peter Thiel encouraged Musk to take Twitter private: WSJ",technology,"A group of ""libertarian-leaning activists and businessmen"", PayPal Co-founder Peter Thiel, and Twitter Co-founder Jack Dorsey encouraged Elon Musk to take Twitter private, the Wall Street Journal reported. Musk and Dorsey believed Twitter could be run more effectively as a private company and they focussed on its role as a potential public good, the WSJ said, quoting former executives."
295,You'll always be my Captain: Musk as Shatner says 'hire me as Twitter's face',technology,"World's richest person Elon Musk tweeted, ""You will always be my Captain,"" after actor William Shatner asked Musk to hire him ""as the face of Twitter"". The 91-year-old played the role of Captain James T Kirk of USS Enterprise in 'Star Trek' franchise. Shatner also wrote, ""Since it seems to be the latest ""thing""...I'm stating that I'm staying on Twitter."""
296,"ISMC to invest ₹22,900 crore to set up India's 1st chip-making plant in Karnataka",technology,"International semiconductor consortium ISMC will invest ₹22,900 crore ($3 billion) to set up India's first and largest semiconductor fabrication unit in Karnataka, the state government announced on Sunday. ISMC is a joint venture between Abu Dhabi's Next Orbit Ventures and Israel's Tower Semiconductor. The chip-making plant is expected to generate over 1,500 direct and 10,000 indirect jobs."
297,Each and every EV fire incident will be probed: Transport Secretary,technology,"Each and every incident of electric vehicles (EVs) catching fire will be investigated, Road Transport and Highways Secretary Giridhar Aramane told PTI. There have been multiple incidents of EVs catching fire recently, resulting in deaths and severe injuries to people. Aramane said an expert panel has been formed to enquire into the matter and it hasn't submitted its report yet."
298,Same Xiaomi allowed to donate ₹10 cr to PM-CARES Fund: Moitra on ED seizure,technology,"TMC leader Mahua Moitra on Saturday reacted to the Enforcement Directorate's seizure of Xiaomi Technology India Private Limited's assets worth ₹5,551.27 crore over Forex law violations. Moitra said the same Xiaomi was earlier ""allowed to donate ₹10 crore to opaque PM-CARES Fund"". Notably, Congress had earlier questioned why PM Modi's COVID-19 fund was accepting donations from Chinese companies."
299,I could have done things differently: CEO Parag on Twitter's past performance,technology,"Twitter CEO Parag Agrawal acknowledged during a company-wide meeting that the microblogging site could have performed better over the years. ""Yes, we could have done things differently and better. I could have done things differently. I think about that a lot,"" Agrawal said. He also urged the company's staff to expect change in the future under new leadership."
300,Indian-American Nand Mulchandani to be CIA's first-ever CTO,technology,"Indian-American entrepreneur Nand Mulchandani has been named the US government's Central Intelligence Agency's (CIA) first-ever Chief Technology Officer (CTO). Mulchandani is a serial entrepreneur who has co-founded and been CEO of startups namely Oblix, Determina, OpenDNS and ScaleXtreme. He has studied at Cornell University, Stanford Business School and Harvard's Kennedy School of Government."
301,Over $200 billion wiped off Amazon’s market value in its biggest 1-day drop since 2006,technology,"Amazon stock sank 14% in its biggest one-day drop since July 2006, with the shares closing on Friday at their lowest level since June 2020. With this, more than $200 billion was wiped off from the company's market valuation. This comes after the e-commerce giant reported quarterly loss for the first time in seven years."
302,Stop hitting on me: Musk to US politician on 'billionaire with ego problem' tweet,technology,"After US' Democratic congresswoman Alexandria Ocasio-Cortez took to Twitter and blamed hate crimes on ""some billionaire with ego problem"" who ""unilaterally controls a massive communication platform"", Elon Musk tweeted, ""Stop hitting on me, I'm really shy."" Alexandria replied, ""I was talking about Zuckerberg, but ok,"" before deleting it. Musk recently reached a deal to buy Twitter for $44 billion."
303,"Our royalty payments, bank statements are legit: Xiaomi as ED seizes ₹5,551 cr",technology,"After the Enforcement Directorate (ED) seized Xiaomi Technology India Private Limited's assets worth ₹5,551.27 crore ""in connection with illegal outward remittances"", the company said, ""As a brand committed to India, all our operations are firmly compliant with local laws and regulations."" Xiaomi further said, ""We believe our royalty payments and statements to the bank are all legit and truthful."""
304,"Electric scooter catches fire in Tamil Nadu, owner escapes by jumping off burning vehicle",technology,"An electric scooter caught fire in Hosur, an industrial hub in Tamil Nadu's Krishnagiri district, on Saturday causing panic in the area, PTI reported. The owner, Satish Kumar, a supervisor at a Bengaluru firm, escaped after he jumped down from the burning scooter. Kumar had bought the vehicle last year. Recently, multiple reports of electric scooters catching fire have surfaced."
305,Not a bad idea: Musk on using Dogecoin to authenticate humans on Twitter,technology,"Elon Musk, who is acquiring Twitter for $44 billion, said it's ""not a bad idea"" to use Dogecoin to authenticate humans on Twitter. He was responding to billionaire investor Mark Cuban's idea of Twitter users putting up one Dogecoin for unlimited posts. ""If anyone contests a post and humans confirm it's spam, they get the spammer's Doge,"" the investor said."
306,"Netflix fires staff months after hiring them, offers 2 weeks of severance pay",technology,"Netflix confirmed to Fortune that it has fired 25 employees from its marketing department, including 10-12 writers and editors from its in-house publication Tudum. Several of these writers tweeted that they were fired just months after being hired with the promise of more stability. A fired Netflix employee tweeted the company offered two weeks of severance pay to fired workers."
307,"Political cartoon shared by Elon Musk listed as NFT, fetches bids of $3,550",technology,"A political cartoon that was recently shared by billionaire Elon Musk has been listed as an NFT (non-fungible token) by its creator Colin Wright. ""The cartoon depicts the political landscape shifting beneath my feet, so that my once moderate left-wing views are now seen as right-wing and problematic,"" Wright said. The top bid for NFT is currently 1.25 Ether ($3,550)."
308,"If you offered me all the Bitcoin in the world for $25, I wouldn't take it: Buffett",technology,"Warren Buffett, the world's sixth richest person and Chairman of Berkshire Hathaway, said if someone offered him all of the Bitcoin in the world for $25, he wouldn't take it. ""What would I do with it? I'd have to sell it back to you one way or another,"" the 91-year-old added. Buffett also said that Bitcoin doesn't produce anything tangible."
309,Musk sells 9.6 million Tesla shares worth $8.5 bn in a week,technology,"Tesla CEO Elon Musk has sold a total of 9.6 million Tesla shares worth $8.5 billion this week. He offloaded about 4.4 million shares on April 26 and April 27. He sold an additional 5.2 million shares on April 28, new filings on Friday showed. The latest string of sales follows announcement of Musk's $44-billion Twitter deal. "
310,Far-right US activist told he may get his Twitter account back soon: WSJ,technology,"Charles Johnson, a far-right activist in the US, has been told by a close associate of Elon Musk that he may ""soon"" get his account back after Musk buys Twitter, according to a Wall Street Journal report. Johnson was banned from Twitter in 2015 after he used the platform to fundraise to ""take out"" Black Lives Matter activist DeRay McKesson."
311,Don't believe permanent ban is right: Ex-Twitter CEO Dorsey,technology,"Ex-Twitter CEO Jack Dorsey, in an apparent hint to the permanent suspension of Donald Trump's Twitter account in 2021, said he doesn't believe that any permanent ban, with the exception of illegal activity, is right. A ""transparent system"", both in policy and operations, is more important than whether Twitter is run by a company or an open protocol, Dorsey added."
312,17 lakh Fitbit watches recall doesn't cover all burn-causing models: Lawsuit,technology,"A lawsuit has claimed that Fitbit's recent recall of 17 lakh of its Ionic smartwatches, over reports that overheating batteries caused burn injuries, doesn't cover all similar defective models. Other versions of the device also burn users and can burst into flames, two US women claimed. ""Reasonable consumers...purchase the products to burn calories, not their skin,"" the women's lawyers said."
313,Apple sued in Russia for pulling its payment service amid war,technology,"Russian law firm Chernyshov, Lukoyanov & Partners has sued Apple seeking $1.28 million in damages for consumers affected by Apple withdrawing its payment service from Russia amid the Ukrainian war. The demand includes compensation for ""moral damage"" caused to citizens. The total figure could rise as the law firm is still inviting more claimants to join the suit.


"
314,"The word 'metaverse' is hypothetical, we don't use it: Snap CEO",technology,"Snap CEO Evan Spiegel has said his company doesn't use the word ""metaverse"" because it's ""pretty ambiguous and hypothetical"". He said, ""Just ask a room of people how to define it, and everyone's definition is...different."" ""When we talk about AR, we're trying to augment the real world around you. Our fundamental bet is that people...love the real world,"" he added."
315,Meta appeals against ban for 'extremist' acts in Russia: Report,technology,"Facebook-parent Meta has appealed to a Russian court against a ban imposed on some of its activities in Russia due to ""extremism"", Interfax news agency reported citing a press release. Russia in March found Meta guilty of ""extremist activity"". However, it said the ruling wouldn't affect its WhatsApp messenger service in the country."
316,Musk clearly a genius who thinks on another level: Twitter Co-founder,technology,"Twitter Co-founder Evan Williams has said Tesla CEO Elon Musk is ""clearly a genius who thinks on another level"". However, he acknowledged Musk's polarising reputation, comparing him to the Web3 idea. ""I think what we're also seeing is people project either their hopes and dreams or their worst nightmares. And it's like Elon and Web3 are the same,"" he added.

"
317,"Far-left hates everyone, I'm no fan of the far-right either: Musk",technology,"World's richest person Elon Musk took to Twitter to say, ""The far-left hates everyone, themselves included!"" He added that he is ""no fan of the far-right either"". ""Let's have less hate and more love,"" he further said. Musk's tweets follow his previous statement on making Twitter a ""politically neutral"" platform to earn the public's trust."
318,"After Weibo, China's WeChat to reveal user locations on posts",technology,"China's messaging service WeChat has said it will start revealing the location of users when they post on a public account. It will soon begin testing the setting which applies only to users of its ""public platform"", where they may comment on content published by official accounts. This comes right after Weibo started publishing users' IP locations."
319,$170 billion wiped off Amazon's market value in its biggest drop since 2014,technology,"Shares of Amazon fell as much as 12% on Friday in its biggest intraday percentage drop since July 2014, wiping off about $170 billion from the company's market valuation. The company's shares declined after it reported a loss of $3.8 billion for Q1 2022, marking its first quarterly loss since 2015. Amazon also posted the slowest sales growth since 2001."
320,Twitter overcounted its users for 3 years due to an error,technology,"Twitter admitted it overcounted its monetisable daily active usage/users (mDAU) from Q1 2019 through Q4 2021. ""In March 2019, we launched a feature to let people link multiple separate accounts together to conveniently switch between accounts,"" said Twitter. ""An error was made at that time...actions taken via primary account resulted in all linked accounts being counted as mDAU,"" added Twitter."
321,"Apple may make iPhones worth ₹47,000 crore in India this fiscal: Report",technology,"Apple's contract manufacturers in India are expected to make iPhones worth ₹47,000 crore in FY23,  The Economic Times reported. This will be almost five times the ₹10,000 crore worth of iPhones made by Apple's contract manufacturers Foxconn and Wistron in India in FY22, the report added. Earlier this month, Apple's manufacturing partner Foxconn began making iPhone 13 in India."
322,"I supported Obama, but extremists have hijacked Democratic Party now: Musk",technology,"World's richest person Elon Musk has tweeted, ""I strongly supported Obama for President, but today's Democratic Party has been hijacked by extremists."" Earlier, he shared a diagram showing himself once being closer to moderate liberals on the centre-left but moving closer to conservatives on the centre-right as years progressed. The diagram also showed liberals moving to extreme left thinking."
323,"Nilekani helping govt build platform to take on Amazon, Flipkart: Report",technology,"Infosys' billionaire Co-founder Nandan Nilekani is helping the government build ""a freely accessible online system where traders and consumers can buy and sell everything from detergent bars to airline tickets,"" Bloomberg reported. It is called the Open Network for Digital Commerce, or ONDC. Its objective is to curb Amazon and Walmart-owned Flipkart's domination in India, Bloomberg report added.
"
324,"Wipro plans to hire 38,000 freshers in FY23",technology,"Wipro CEO Thierry Delaporte said the company hired over 19,000 freshers in FY22 and expects to double the number in FY23. Wipro added 45,416 employees on a year-on-year basis during the financial year, taking its total headcount to 2,43,128. The company said it plans to increase the frequency of promotion cycle for 70% employees in junior bands to quarterly basis."
325,Zuckerberg's wealth increases by $11 billion in his biggest one-day gain ever,technology,"Meta Platforms' 37-year-old CEO Mark Zuckerberg added $11 billion to his fortune in the biggest one-day gain he has ever had, Bloomberg reported. His personal wealth surged as Meta shares soared 17.6% on Thursday after it reported that Facebook added more users than expected in first quarter of 2022. Zuckerberg is now the world's 12th-richest person with $75.9 billion wealth."
326,Airbnb tells employees they can work remotely forever,technology,"Airbnb told its 6,000 employees that they would have the option to permanently work remotely. The home-renting marketplace also told its US employees that they could move to anywhere in the country without a reduction to their compensation. Airbnb CEO Brian Chesky said that permanent flexibility will allow the company to ""hire and retain the best people in the world""."
327,Elon Musk has lined up a new CEO for Twitter: Report,technology,"World's richest person Elon Musk, who's buying Twitter for $44 billion, has lined up a new CEO for the company, Reuters reported. Musk earlier told Twitter Chairman Bret Taylor that he doesn't have confidence in Twitter's management. Twitter's current CEO Parag Agrawal will reportedly receive $42 million if he's terminated within 12 months of a change in control at Twitter."
328,"Musk sells Tesla shares worth $4 bn, says no further sales planned",technology,"Tesla CEO Elon Musk has sold 4.4 million Tesla shares worth nearly $4 billion, filings showed. Commenting on the sale he said, ""No further TSLA sales planned after today."" Earlier this week, Tesla lost $126 billion in value amid investor concerns that Musk may sell shares to fund his $21 billion equity contribution to his $44-billion Twitter deal."
329,Nandan Nilekani is India's Elon Musk for me: Snapdeal CEO,technology,"Snapdeal CEO Kunal Bahl said that Infosys Co-founder Nandan Nilekani is India's Elon Musk for him. ""Whether it's Infosys, Aadhaar, UPI and now ONDC (Open Network for Digital Commerce), his impact on India and its global standing is nothing short of incredible,"" Bahl tweeted. While Nilekani's personality is distinct compared to Musk's, the quantum of his impact isn't, he added."
330,No such instruction: Govt on reports of halting electric 2-wheeler launches,technology,"The government has denied reports claiming it has asked electric two-wheeler makers to halt new launches until EV fire incidents were investigated. ""There is no such instruction and such reports are unfounded, misleading and far from the truth,"" the Ministry of Road Transport and Highways tweeted. Earlier reports said government also cautioned manufacturers who haven't reported any fire incidents."
331,Musk's initial 9% Twitter stake purchase under probe in US: Report,technology,"Tesla CEO Elon Musk's initial 9% Twitter stake purchase in early April is being probed by the US FTC, The Information reported. The FTC is probing if Musk complied with an antitrust reporting requirement when he bought the stake. It's focussing on whether Musk bought the stake to influence Twitter's management or if he looked to be a passive shareholder. "
332,Aave CEO briefly suspended from Twitter after joke on being its interim CEO,technology,"DeFi protocol Aave's CEO Stani Kulechov's Twitter account was briefly suspended after he joked about being appointed Twitter's ""interim CEO"". However, less than 24 hours after the suspension, Twitter reversed its decision. After the suspension was lifted, Kulechov tweeted, ""I'm back as interim CEO of Twitter."" Prior to his suspension, Kulechov had thanked Elon Musk for the opportunity."
333,PM Modi inaugurates Semicon India 2022 conference in Bengaluru,technology,"PM Narendra Modi on Friday inaugurated Semicon India 2022 conference in Bengaluru, saying, ""Semiconductors are playing a critical role in the world in more ways than we can imagine."" The conference is being organised by India Semiconductor Mission. ""It's our collective aim to establish India as one of the key partners in the global semiconductors supply chain,"" PM Modi added."
334,Apple's Q2 revenue rises 9% y-o-y to record $97.3 billion,technology,"Apple announced that it has posted a March quarter revenue record of $97.3 billion, up 9% year-over-year. Its total profit was $25 billion up from over $23 billion recorded in the same period last year. Its iPad sales revenue fell 2% to $7.65 billion due to supply-chain constraints, while revenue from Mac computers rose 14.7% to $10.4 billion.

"
335,"Google blocked 12 lakh Play Store apps, 1.9 lakh developers in 2021",technology,"Google has revealed that it blocked 12 lakh ""policy violating apps"" from being published on Play Store in 2021. According to Google, it also banned 1,90,000 ""malicious and spammy"" developer accounts and closed around 5,00,000 developer accounts that were ""inactive or abandoned"". ""Last year we introduced multiple privacy-focused features...and improved SDK data safety,"" Google stated."
336,Swiggy to pilot use of drones for Instamart deliveries,technology,"Swiggy has said it will pilot the use of drones for its online grocery service, Instamart, starting May. The drones will be used to replenish stocks between seller-run dark stores and from a store to a common customer point. The orders will then be picked by delivery partners who will deliver them to the customers.


"
337,Bitcoin adopted as legal tender in Central African Republic,technology,"The Central African Republic has adopted Bitcoin as legal tender, a spokesperson for President Faustin-Archange Touadera told Bloomberg on Thursday. ""By legalising the use of Bitcoin, CAR hopes to attract investors,"" the spokesperson stated. Notably, it is the first African and only the second country in the world to do so after El Salvador, which adopted Bitcoin in September 2021."
338,"Twitter reports revenue miss, user growth for Q1 days after Musk deal",technology,"Days after agreeing to sell to Elon Musk for $44 billion, Twitter released its earnings report for Q1 2022 on Thursday. Its daily active users number was up by 15.9% y-o-y to 229 million, compared with analysts' estimates of 226.8 million. However, Twitter's revenue was slightly below the estimated $1.23 billion. It earned $1.2 billion, an increase of 16% y-o-y."
339,"Parliamentary panel summons Amazon, Google over competitive conduct",technology,"The Parliamentary Panel on Finance has said it'll summon Google, Amazon, Twitter, Facebook, Apple and Microsoft among others to discuss their competitive behaviour. It comes as the Competition Commission of India (CCI) on Thursday told the panel that it was setting up a 'Digital Markets and Data Unit' for dealing with anti-competition practices of big tech companies."
340,Following Musk's life is like taking notes while drinking from fire hose: Biographer,technology,"Tesla CEO Elon Musk's biographer Walter Isaacson has said dealing with Musk's life is ""like trying to take notes while drinking from a fire hose. It keeps coming fast"". He added everybody wants to talk about Musk and ""everybody's got thoughts about him"". ""I don't think he's as random as he allows himself to appear,"" Isaacson said."
341,Trump's Truth Social exists as Twitter censored free speech: Musk,technology,"Ex-US President Donald Trump's social media platform Truth Social exists because ""Twitter censored free speech"", Elon Musk, who's buying Twitter for $44 billion, said. However, he added that Truth Social is a ""terrible"" name and it should be called ""Trumpet"" instead. As per its website, Truth Social intends to give users space for ""open, free and honest global conversation""."
342,Google starts building its largest campus outside US in Hyderabad,technology,"Google began building its largest campus outside of its US headquarters in Hyderabad's Gachibowli on Thursday. The 3 million-square-foot building will have a capacity to employ 14,000 people and is located on a 7.3-acre site. Google had acquired the land in 2019 after an agreement was signed between Google and Telangana's IT Minister KT Rama Rao in 2015."
343,Russia fines Twitter 3 mn rubles for not deleting banned content,technology,"A Russian court fined Twitter three million rubles ($41,000) for not removing banned content from its platform, local media reported citing the court. The illegal content reportedly included posts with instructions on how to make Molotov cocktails, among others. Earlier, Russia fined Google the same amount for refusing to remove banned content from YouTube."
344,China's Weibo publishes users' IP locations to combat 'bad behaviour',technology,"China's Weibo has started publishing users' IP locations on their account pages and when they post comments, in a move to combat ""bad behaviour"" online. For users in China, Weibo will display their province or municipality, while for overseas users IP addresses will be shown. Several users welcomed Weibo's decision, while several others brought up anonymity issues."
345,Activision Blizzard shareholders approve $68.7 bn Microsoft deal,technology,Call of Duty-maker Activision Blizzard's shareholders have approved Microsoft's $68.7 billion proposal to buy the firm. Over 98% of the shares voted at a special meeting were in favour of the proposed transaction. Microsoft announced in January that it had agreed to acquire Activision Blizzard in its biggest acquisition to date. Microsoft's $26.2 billion LinkedIn acquisition is its second-biggest.
346,"OnePlus 10R 5G, Nord CE 2 Lite 5G and Nord Buds set to be launched today",technology,"OnePlus presents 'More Power to You', unveiling its latest array of products across categories. The OnePlus 10R 5G will come with 150W SuperVOOC charge support and MediaTek Dimensity 8100 MA processor whereas the OnePlus Nord CE 2 Lite will feature a 64MP AI triple camera setup. The new OnePlus Nord Buds will sport 12.4 mm dynamic bass drivers."
347,Twitter's top lawyer Vijaya Gadde abused online after Musk's tweets target her,technology,"Twitter's top lawyer Vijaya Gadde is being targeted with abusive tweets after Elon Musk, who's buying Twitter for $44 billion, criticised a content decision of Twitter's legal team. On a user's tweet about Gadde, Musk criticised Twitter's 2020 decision to block a story about Hunter Biden. Musk also tweeted a meme about Twitter's alleged ""left-wing bias"", which featured Gadde."
348,"I wish Musk the very best, our social media rules remain unchanged: MoS IT",technology,"Rajeev Chandrasekhar, the Union Minister of State (MoS) for Electronics and Information Technology, told ET, ""I wish Elon Musk the very best,"" as the world's richest person struck a deal to buy Twitter for $44 billion. He added that the government's goals and expectations of accountability and safety rules for all social media intermediaries, including Twitter, remain the same."
349,Twitter-Musk deal includes $1 billion termination fee for both the parties,technology,"Elon Musk will have to pay Twitter a fee of $1 billion if he terminates his $44 billion cash deal for the social media company, according to a regulatory filing. Twitter will have to pay the same fee under specified circumstances if it terminates the deal. The deal could be terminated if not closed by October 24, the filing added."
350,Nope! we're still here: Twitter CEO Parag after user says 'I thought we were fired',technology,"Responding to a user who tweeted, ""I thought we were fired,"" Twitter CEO Parag Agrawal wrote, ""Nope! we're still here."" Reacting to his reply, Twitter users wrote, ""Hopefully, for not much longer,"" and ""Better start looking now."" Earlier, a report said Agrawal would receive $42 million if he's terminated within 12 months of a change in control at Twitter."
351,I took this job to change Twitter for the better: Twitter CEO Parag Agrawal,technology,"After Elon Musk struck a deal to buy Twitter for $44 billion, Twitter CEO Parag Agrawal on Thursday tweeted, ""I took this job to change Twitter for the better, course correct where we need to, and strengthen the service."" ""Proud of our people who continue to do the work with focus and urgency despite the noise,"" he added. "
352,"Musk says Twitter needs to be politically neutral for public trust, explains what he means",technology,"The world's richest person Elon Musk, who recently announced that he would buy Twitter, has said, ""For Twitter to deserve public trust, it must be politically neutral."" He further explained that it effectively means ""upsetting the far right and the far left equally"". Earlier, Musk said that former US President Donald Trump's Truth Social exists because Twitter censored free speech."
353,Proud of our people who are working with focus despite the noise: Twitter CEO,technology,"Twitter CEO Parag Agrawal on Thursday said, ""Proud of our people who continue to do the work with focus...despite the noise."" Earlier, Agrawal told his employees, ""There are no plans for any layoffs at this point."" Recently, a report claimed that Twitter's General Counsel Vijaya Gadde cried in a meeting expressing concerns over Musk's takeover."
